
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.0
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_0_PESImage/Si0006_EDCs_EF.txt
Total Actual Scans	10
X Label	Binding Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	-0.11
X Max	4.89
X Step	0.01
Ek Offset	0.0
Y Min	-0.626041
Y Max	0.605373
Y Step	0.001774
Ang or Posi Offset	0.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	16.89
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.576983 0.521978 0.466972 0.411967 0.356961 0.3019555 0.24695 0.191944 0.136939 0.081933 0.026928 -0.028078 -0.083083 -0.138089 -0.193094 -0.2481 -0.303105 -0.358111 -0.4131165 -0.468122 -0.523128 -0.578133
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0
 
DATA:
EF_Si0006_EDCs	Si0006_EDCs_0.577	Si0006_EDCs_0.522	Si0006_EDCs_0.467	Si0006_EDCs_0.412	Si0006_EDCs_0.357	Si0006_EDCs_0.302	Si0006_EDCs_0.247	Si0006_EDCs_0.192	Si0006_EDCs_0.137	Si0006_EDCs_0.082	Si0006_EDCs_0.027	Si0006_EDCs_-0.028	Si0006_EDCs_-0.083	Si0006_EDCs_-0.138	Si0006_EDCs_-0.193	Si0006_EDCs_-0.248	Si0006_EDCs_-0.303	Si0006_EDCs_-0.358	Si0006_EDCs_-0.413	Si0006_EDCs_-0.468	Si0006_EDCs_-0.523	Si0006_EDCs_-0.578
4.2	0.0	397.19848401793433	812.1967608635146	710.0135874738013	704.6687418449164	702.7569321474583	724.6742449229293	769.9226405778774	739.1980273918457	767.3737649759399	681.473182977798	638.2670020176398	672.8046576003716	673.553196702019	745.9232763878241	755.846197689558	829.2112067374491	771.1988026571291	715.4684048643011	634.2886745509134	31.443518712939298	0.0
4.19	0.0	419.85670804461546	817.2922066949301	698.7539781244351	706.4175263607509	695.035805765375	724.3807655487913	754.4580859312032	770.7910957481419	701.6734317729147	683.2168440834733	637.2507057584611	669.9981795175543	717.6238570616381	710.3020221012396	783.5332099803	826.8393755433752	731.7684907338521	760.8156461335556	654.1821593786722	19.37181691748031	0.0
4.18	0.0	419.0124633900493	728.3825827557173	738.224280989482	708.7149344352689	734.9428986029762	683.2679373348255	721.8628194931501	774.3021140538134	729.6288441585586	709.1272140396504	709.9804161320812	677.1094512113358	697.2260508328576	741.7181021877174	784.1697467288894	875.9113398592702	778.918665584359	739.2397677040767	621.7335804178696	37.87640734781817	0.0
4.17	0.0	441.7596222873126	773.114271728676	768.4719774211173	672.0372402842693	741.045091271261	772.2908775395074	745.4905618671161	759.2539177262952	747.3671371794632	690.5651964180663	687.2568477265893	615.2015347599967	770.1099516682754	755.886511262881	771.4336913557847	854.8549992131213	736.9639542183062	750.0736089354907	647.0854692208039	31.96512583607998	0.0
4.16	0.0	443.95803903595015	810.8338343015527	696.2645877358411	680.0143564533018	729.2759412198246	764.6060802107587	746.149069466509	744.109057054629	788.2618404460919	746.5812341423501	679.1348364912843	655.5043808502808	703.0942100318078	746.9556270159545	799.803000491772	853.8596223828825	718.569451645888	784.3613674179676	598.7259668937714	32.665304084197764	0.0
4.15	0.0	432.4132644809381	790.2181930247131	716.6227430051928	711.2225364476166	730.1331171852825	723.556682335191	727.0959890645588	781.8893397551523	708.0586690828186	718.7767711834615	652.5068377982134	689.7157221695373	684.9164319946269	764.6275117894581	832.6062310026244	808.8087578224917	783.074249565549	801.1755420578877	589.8641123184451	40.49323160142236	0.0
4.14	0.0	404.91449554584005	761.4841135820736	699.8052877504076	728.7926827726038	810.5945546813597	696.9016991828815	709.4506126297032	790.4381262719419	763.9436630769698	713.1250029465285	680.6278850280753	668.367875033001	710.7643942336613	743.8603011393301	800.4972351688218	791.3175332941574	769.7124908124665	749.0843430115883	590.8011620803311	43.42675889661336	0.0
4.13	0.0	436.27559861281765	827.4230629202671	748.6848324366164	761.0012941442903	682.6110470672826	743.1399985153347	732.3380743554908	747.1747236494678	761.9305610530761	682.0403052516662	729.5003560901688	657.9649159839335	716.7080638051361	731.0923556143255	802.1134746630157	862.3767114145905	715.3366050527817	717.8879995964674	583.4999997658164	35.54750575849292	0.0
4.12	0.0	470.6624503734378	811.5683085963088	743.9786187560898	701.3404543352336	739.6507966006543	753.2506894269678	770.5289283636645	770.6855038075754	765.6484781197928	673.1276339007715	672.5574022142054	672.403758881971	734.3603203149657	765.2184278998543	766.0793209899507	824.0611027243314	729.068585573243	733.5698859737852	601.2184175342991	32.881030897846514	0.0
4.11	0.0	388.2312146156972	742.7495198245795	724.8231302531846	691.7211228185954	749.1425065365751	705.9393792566029	735.1438840548477	796.1865568457109	806.7340643418582	675.3520154043305	693.9723089579385	627.883775852786	689.2293748138834	779.3316015524979	873.9058466564242	797.5095100395273	756.1108592240587	714.3223108967466	562.2006941742517	47.835383661349326	0.0
4.1	0.0	373.3220122863989	771.8164478350382	716.3534272942487	685.8084910806141	669.0513260963899	754.9236795895663	762.4299949306151	722.4873390604283	762.3635943301433	641.9814874029473	678.927527101575	701.8105615897988	729.8280948243349	742.2274285053994	879.0310274746032	794.350947261882	732.3684981880625	720.5437951724932	550.0956008644016	42.98979558439269	0.0
4.09	0.0	433.3300545347506	865.9931811771065	785.2986764896914	682.3913092103408	722.4717316867201	748.7811716775196	773.8608336940248	739.5561292815237	724.280093085137	647.24598283152	674.2997651508975	720.1182318818487	721.7136565899532	750.4646913164758	821.0453548370193	849.451961054038	799.242036249367	692.0070500999843	577.8041217739785	31.393501050635575	0.0
4.08	0.0	413.03635134166285	773.976685834391	739.5739801610297	689.9061561325123	699.6985830675479	762.9247364539781	746.8509544212446	752.8730246255067	806.8044048776194	714.3942378028878	665.173690085108	680.718840642862	729.4971606191708	716.1770604999473	812.8561590231845	770.725558632261	803.6545080492943	720.1052951603638	619.7441619764646	39.02248497776046	0.0
4.07	0.0	457.88238649349273	755.3138267078983	742.1614223382394	668.6851166069315	711.1678394703385	722.6112961402612	751.8997894825532	755.1882902964927	800.7780449043146	718.4461719014357	696.4107076414452	680.6404241820962	704.9311716003184	719.2101176053714	820.5679208855382	843.0089556729828	817.7832636723396	716.4332997235243	551.3927985362287	52.09499734330827	0.0
4.06	0.0	430.2129861576014	817.8514444348124	726.0881111839783	673.3342322552357	692.2595180309681	779.9638830987211	768.2060096256649	732.4256341555855	744.9861639799497	754.7319822364042	716.261474811155	711.4259300190382	748.8836990543671	729.2721002488981	870.6299791441327	852.1281562045722	771.4981565875612	719.2423680110342	569.9037669393517	53.991439908379	0.0
4.05	0.0	445.3555278528814	804.6993770771228	773.0600225519327	686.4848866684273	731.0227829602427	722.1909642936915	773.1801361597621	773.4600754849068	725.1697028977806	714.5629333170677	704.3961711740704	691.2949259751193	708.1222350637219	784.9471172460966	859.8393533869906	812.7609373964999	799.9282562374232	693.6300841921067	582.4349718394948	46.23679397143138	0.0
4.04	0.0	489.44124945881396	824.051695168681	719.3923794067763	670.4327521806936	747.8942349352074	749.9423412246038	821.1418955602081	802.4113051969487	763.3897265318418	746.0791878734498	699.9648474087027	731.2398113540537	731.412829863713	767.312912664333	857.4318752822128	787.1237530295116	831.8085645289889	725.5268748662687	585.5126976128846	38.89573568205042	0.0
4.03	0.0	457.60998962895945	836.2524618618969	747.0743209265958	713.4766984515377	708.2537253067518	772.0619126165727	800.2326380732987	891.9981447979502	819.3598232855462	743.7770079678963	678.4491184148587	732.1312945069004	709.2908203351587	760.7811640861762	810.1076661346387	808.756785555424	815.504168452882	679.6999032967914	585.0590461323545	29.947168949405906	0.0
4.02	0.0	422.4234511348655	862.6059357860042	744.8016002872426	733.7708530424381	721.8981078915868	751.9559063465746	791.6587482410683	793.6280177528452	720.8257461450721	728.5631781934912	705.8359253268088	682.5596168761697	697.7995018190167	721.0983142058548	863.937580560715	810.7948601399598	757.3564818867021	723.6493942350619	622.1810852107841	44.80705229398151	0.0
4.01	0.0	465.0198535028695	863.3503342795459	742.8441146008979	737.6075161114803	746.7431774587508	813.9930579857385	777.784712391128	790.6423009123106	807.3873461830325	722.7758279224606	733.8979504462212	774.7033906053991	781.9826321124826	759.3393746470608	826.6296237773087	791.3658958689084	804.3500072786272	703.1636983241833	606.0304937545775	45.48822564354533	0.0
4.0	0.0	424.23640326346407	862.7231842071203	758.7789502925253	674.4560985710311	690.39615576149	828.6661284982033	802.8325984968343	805.2163250677575	761.3280336260619	747.8281853214496	687.5134585527272	757.900838623337	750.0405265503716	729.3099295610664	857.2491523595013	802.9789389225552	821.0045926128437	728.6872804776141	582.3170462136233	39.350996710383285	0.0
3.99	0.0	501.7375808525982	846.7023139168516	778.360972982422	714.5335067008282	658.7859745217338	764.1733761665375	814.7702900836564	735.2939524036619	730.3938061375158	737.6453983255869	630.8737396315701	721.8691786581387	708.2591410113761	752.364827761888	835.5915490671321	854.3517598999889	777.8314260779048	735.0295267877048	606.3766929334914	34.812874240719374	0.0
3.98	0.0	452.00288018557166	861.5298687038824	836.9836327774581	690.8851871874665	754.1083933403694	743.438725309307	830.3394388959401	788.0078966098511	767.9390098189083	732.8251228138939	720.0469809266258	730.3422302952379	726.6587907411929	751.8505574866365	893.6619757680555	818.8452070735387	829.6881891649668	725.9237286997653	559.1369423186786	33.6183778398983	0.0
3.97	0.0	440.0993776118284	819.7393702497302	831.6828649001425	723.3242048820526	739.2073340979915	769.5219941024228	765.6541604786768	753.0675239029227	833.6762732213145	754.3790479828793	670.7204376232241	742.7629391178162	723.2939290662895	702.5090331030683	838.6732311692715	833.2534056198409	720.6037844775664	686.8371946455861	608.4076884081851	50.2840958742398	0.0
3.96	0.0	452.7863642100117	823.715117234126	825.1836072883419	705.0631780084983	723.6465802439423	713.8610761982051	817.9292424720783	753.6495214591724	778.2060855744061	797.321573072473	682.1682516470522	692.0915080231143	763.2518414003229	719.8816524440961	845.8419765380146	812.8596459923162	752.1795046682132	689.2755126035249	600.7418599310425	44.201764969271935	0.0
3.95	0.0	447.85005139799506	889.2717931237636	850.9381270998515	709.2813527078149	665.2893700875404	661.8039101087923	844.378743988874	774.9540746900174	811.4789357915035	700.959554541498	727.5412144307741	721.7831473531567	794.740865234044	757.227961973899	810.6159717734985	791.6983835994214	808.1750658009994	720.5867970135405	525.0545434217725	41.094779661886406	0.0
3.94	0.0	453.47660840565936	838.7970094295773	850.822204801417	694.8645122283327	700.9102985677529	763.9993383711535	855.6413230287254	758.0103031257833	829.7445439474448	769.6807447144814	740.6934767613275	731.3529482406029	759.5766071254158	714.5483555919254	830.9387025742565	818.2010295778796	817.888122234744	698.9871472956561	586.8827366350762	52.14570022143121	0.0
3.93	0.0	470.3321190677694	846.0721080194647	827.0537142417303	726.2809147392094	720.7446940986378	808.4957456821722	828.5703935183408	777.8694868152904	794.4270827410971	742.322023236908	811.6066765564083	763.5695575124397	698.1159342692846	784.4511780598929	857.9143271594379	726.9941147296797	797.258454185526	707.3681015180964	595.5224063789914	38.80247402076847	0.0
3.92	0.0	505.3502287798781	810.7670047617478	782.1319551264883	699.767427993932	786.2332381539647	784.2603777194115	789.6443283054281	771.0379879946372	777.139902060687	809.2029919844016	778.2898127520365	752.3816395775714	779.9474718546031	766.1540130559971	834.9675631383195	818.4883850458103	721.5491924632987	659.0068312727042	583.202138787212	46.75046488317247	0.0
3.91	0.0	450.83316638190973	823.9436554076071	833.3921754624444	688.3689201475606	792.9471507442056	793.9671549188557	755.6372017152806	738.5878748314868	764.1527768489989	800.5837209204767	789.4783559084008	738.8195719965261	754.1627324485244	743.5414516953853	813.9142770541474	841.0888262898109	770.4474043818623	677.886770450067	575.4382307215603	40.05045245554567	0.0
3.9	0.0	463.75885054031534	807.583221708028	851.5464052227615	760.3092101537316	709.2610254096603	746.0607284200148	786.9869238863903	808.1959468234652	776.2456210833942	798.8762527827721	714.7255893486376	766.9603070626483	770.8801865301255	814.819993339137	826.8991952324498	833.1843714591289	754.4870276408154	701.0059289267233	606.4272602132758	46.390688907213914	0.0
3.89	0.0	522.6927329277703	826.1043338974766	823.2542947456051	765.6278864047421	746.8655017023082	783.3025473922048	807.9783478995774	800.6374528593985	788.8388896393097	703.8032686603734	738.1561780183943	736.7861939462474	738.7974758272097	731.8872594790269	897.2838774063723	829.3394344799963	780.8287665768333	789.9770333843852	593.1760985552929	62.90740646088602	0.0
3.88	0.0	471.51607550277356	790.8309059207822	871.3952819013034	736.3567011712188	767.0513708658552	842.526976600801	870.3370626060096	775.317898795012	839.6985322977316	784.3440608608811	753.8191815298829	755.4869942792893	714.778606128721	835.7110446890571	857.1733449901427	837.5193292509472	811.0521828422184	734.2750442066529	559.4545227865616	50.14994877003336	0.0
3.87	0.0	527.4522091331979	822.4038684847866	862.7920765482154	689.5816100370978	746.291779289863	757.0263918526579	763.7528478856193	795.6172117290687	770.2771055493455	717.9690189839318	741.976618483583	746.343033174081	710.2474925974346	726.1088303928784	865.2520875489801	805.048875563517	814.2100249531389	725.0011100149901	555.6080089226085	51.23401500570876	0.0
3.86	0.0	498.7443411694426	751.5867363048181	866.6423432560414	727.0265343757353	743.8057099773795	801.8696077109104	849.0172664575194	798.3356550362103	725.6377736019057	779.1793731710769	771.0842627429179	755.6344931286504	738.1328728543134	719.2029950781664	877.2682312018532	767.6823101287671	771.7792662383785	754.1616530356704	588.6356473969274	61.60817563812928	0.0
3.85	0.0	500.8624769138449	845.2069341027789	904.6079100952647	798.7958517143913	722.7833584256462	734.5020772478606	783.8149659172875	814.4409889344569	729.7030439410058	730.7329116638116	775.919048200635	745.314655804021	713.5167918117924	737.5458830494651	831.1352648428287	838.809974649134	723.0186387175042	739.4869728115198	596.7326579050632	63.72070481533774	0.0
3.84	0.0	463.01582260733755	830.9011990253834	861.1738086180997	710.7481728483119	744.6957247275525	839.3407345146305	765.1485918914743	793.8995684673046	788.7473750897941	722.5470594746779	733.1021281924475	749.5700933122577	660.4043206939263	746.1635356558876	842.2140857982325	831.4694092551383	803.451386708245	721.2068132545719	594.1781096044473	57.15690866552036	0.0
3.83	0.0	506.9482228861677	792.8656224095507	901.7657386987411	789.5219540670123	790.9166231165071	839.0670888821395	896.583216545037	745.5671994450604	772.8282866734842	722.4467700880527	749.8980421414503	752.4557254581672	718.4223693850078	770.3861751303215	829.8070758470683	821.9811788143018	800.4358701212395	712.0275459886021	579.8345130567022	62.571968647234925	0.0
3.82	0.0	449.2978370851255	833.7837741005764	876.2440290104394	781.0725458847284	746.7503332481683	789.2791914171328	808.6582746725855	771.3751209501801	771.8100283320692	772.2191466165157	786.3296370758821	765.4766721423833	709.4764998094493	791.743813336739	850.4438277170391	804.1102463536689	778.681117458375	672.8402411029765	582.8145562244808	60.830494536890015	0.0
3.81	0.0	511.68930445591985	797.8424251140251	832.1253717659891	789.2314815776383	758.1495071303802	756.0508659068829	833.1333162747418	794.2889307566645	767.0345129316662	770.064846862918	784.8242791776288	749.6516859423135	674.831830214887	771.6646567151172	816.5280088053745	779.9623602454775	768.3809907275893	720.6785674711343	619.835108727379	62.97226042249707	0.0
3.8	0.0	493.1891347310317	767.3025607306803	872.3336161352827	740.0779131054371	755.4489910829478	831.7315754641029	806.2634616962463	752.9514475838591	802.4399197487321	744.2643343061119	821.8795645883126	772.6528006477948	734.0826696593991	784.7799346092701	861.8136716266405	779.9821404693737	842.8107958180115	678.58796515611	591.5588588966932	68.9412694776067	0.0
3.79	0.0	492.3416459176097	813.7319735016855	889.5962703818115	776.4934012353835	778.5930875274701	755.6974980225483	821.6173830236136	823.4870653601263	768.3310022608473	778.9664127790173	798.1635206545376	741.1693325839652	694.1610990282829	770.6526819056687	825.4675320536388	770.8115859962215	746.4516768457987	679.8653841148742	590.1711010658626	60.83693727541259	0.0
3.78	0.0	513.6989250877169	772.2555879711421	844.5678985773667	798.5342105710885	749.7437926557093	801.3536077866411	842.5202089420586	774.7903332628466	762.8173759605183	759.7668369207049	804.844674514529	827.3760736539795	763.292814304486	763.8520015433838	859.0449086205707	801.179473916381	767.3198689260263	695.2704153406805	621.1046378944874	61.04289232296283	0.0
3.77	0.0	515.9316698615817	773.7604948066999	874.6385005514023	847.4447253691637	819.1811223778669	728.9115109708732	827.6120948459629	798.4383752485201	785.0736800850833	779.8127551465692	821.3664446835278	741.3679963011349	753.8169681678531	739.860494971278	816.6481126493095	773.0369321776561	809.3910360807101	726.56647562908	633.0471452404486	65.18456485304365	0.0
3.76	0.0	519.6004365795139	800.2310462042036	983.308369956441	837.388915828762	813.40898832825	798.2841148556491	835.877307555239	771.7606771452554	756.7864261296945	795.4474540984351	776.7429464792517	726.8824664142603	751.4831469593031	750.3423721581102	759.8218816695017	822.0984857037647	789.0972089294931	721.1888137051272	635.0439531809736	66.01183022241851	0.0
3.75	0.0	502.8291465124069	828.2408604284284	905.0110138452358	731.6450049492632	762.2283344648148	770.6461912218559	789.6172088750249	748.060771378722	754.1317760787348	730.9700743543789	778.828760157167	777.7284387246292	756.2272590995734	764.6637364466042	853.2853790365085	790.2590133743677	756.8470563095017	651.0190401807464	649.0205973098035	71.11366535722567	0.0
3.74	0.0	538.6442351344077	775.1225424253782	874.6228588358019	835.9310400216748	753.2786654895206	775.1986657422369	780.8830328350228	799.0646537506498	762.389910626045	767.5059429102031	744.9110847786643	771.4274328362108	733.4610192390421	808.4906486105876	854.0142507644084	801.0126320900062	759.1753537759978	746.3258904604436	629.7666968971529	84.25297734917666	0.0
3.73	0.0	524.3876387206931	790.2767099029539	934.6172399184977	831.9685780600751	770.7776497703002	809.0344055844622	820.0932147195786	771.0448599786512	731.1818713363142	702.8444985771625	739.161378764613	748.5321046120491	745.9061296408728	768.3413005746737	792.6210973544381	854.1734168033242	801.1593290198554	730.2553698918797	622.6829782294276	71.39105890424216	0.0
3.72	0.0	472.4202706905415	739.9316657697652	895.7755150589967	868.3373182449048	740.2578203384745	802.4539026243785	837.919417863002	777.0933225442761	723.4798885610426	805.9609602275274	710.4582151503585	767.6493787708602	760.9111802882053	774.253740595659	798.1752160909597	793.5134454854941	762.1581380287479	718.1706756218604	621.6465828558376	72.22786824764889	0.0
3.71	0.0	518.3249736000279	811.2276510033312	947.7648863422346	832.8011006281528	753.0395826129387	778.9310137794919	825.018836666534	794.5199485801064	786.7761176336476	799.7730185477056	774.5008095378023	752.7777041604044	704.7951064394617	809.9027262149887	774.4438969463777	768.4204073348737	767.7567132974772	729.5077249601552	577.9998100522131	72.11146142872246	0.0
3.7	0.0	541.4632148484366	768.8031825076915	894.3979648632017	791.380830505131	750.8270681891963	765.1098631816901	854.1820115616858	788.7192949727718	816.9531806627857	793.9921404410225	761.6992100115078	755.3104912812956	698.4289261238516	787.2843861938255	784.4487339673055	799.2250198610342	751.3117330342452	703.9996331310141	589.2980413121041	71.27935525789633	0.0
